file_name,size,doc_label
072713-00006 Product Certificate for Grace Perm-A-Barrier - BAL Final.pdf,792315,F.03
DSCF0110.JPG,471453,F.05
232500 BOND Water Treatment.pdf,19862951,F.03
12.27.2013%20Submittal%20129300%20-%2002.0%20-%20PKG%20#00576.pdf,816096,F.03
DSCF0056.JPG,464254,F.05
08 3-A7-12 - ENLARGED PLANS - ELEV - LEVEL 1 CAFE & NORTH LOUNGE.pdf,957649,F.01
DSCN1312.JPG,2315974,F.05
FAA Determination No Hazard 2014-AEA-3279-OE.pdf,502294,A.01
RFI-00964 - AV Control Room 0222 Layout.pdf,82208,F.02
IMG_1108.JPG,1536197,F.05
352209 CTR  6-117.PDF,627571,F.04
02 3-C4.02_WSSC SITE UTILITIES PLAN.dwg,737805,D.02
32720 Ellis Page.pdf,5144810,C.03
P504 NATURAL GAS RISER DIAGRAM.pdf,225169,F.01
UMFA106.pdf,540510,F.06
May 14 Pencil Requisition.pdf,438838,C.02
J%20Roberts%20CP%20#73%20(01-01-17).pdf,15539,C.02
P3-10-Enlarged2ndto6thTypicalFloorPlanPlumbing-B.dwg,1140000,F.06
14_3-E2-31 - LEVEL 1 FLOOR PLAN NORTHWEST - POWER.pdf,527729,D.02
University of Maryland Bioengineering Building Certified Payroll Report WE 012818.msg,43520,C.02
0001-283111-2 Fire Alarm_reviewed.pdf,27990025,F.03
S2-5 - Typical Details.pdf,1150047,F.01
DSCF0441.JPG,1651641,F.05
1294461893.jpg,599735,F.05
1309126528.jpg,593828,F.05
DSCF0009.JPG,457250,F.05
1286358815.jpg,604470,F.05
RFI-00348 - Posted.pdf,215080,F.02
IMG_2196.JPG,2098491,F.05
A7-2 - Interior Elevations.pdf,1941218,F.01
055000-00022 040 - Elevator Equipment Room Ladder - BAL Final.pdf,5602762,F.03
1288483306.jpg,570360,F.05
B400220N - M008.pdf,490402,C.01
230548 Equipment Vibration Isolation.pdf,3208906,F.03
1292268976.jpg,627523,F.05
DSCN0173.jpg,2071373,F.05
DSCN4371.JPG,2226272,F.05
1293342936.jpg,564028,F.05
temp fence installer.JPG,1758450,F.05
DSCN0367.JPG,2291269,F.05
1292651675.jpg,609118,F.05
RFI 156 Dryer vent.pdf,37143,F.02
Pictures before VMware 015.jpg,1216722,F.05
111-UMM635.pdf,4087851,D.02
DSCF0046.JPG,477865,F.05
DSCN1289.JPG,2120742,F.05
RFI-00303 - Thermolite Panels Glazed into Curtainwall.pdf,1082637,F.02
1287172388.jpg,657012,F.05
_iBuildRecord_10221158.pdf,11005,F.03
CR 0318 Approved.pdf,60224,C.02
DSCN2946.JPG,2249732,F.05
Gordon%20Contractors%20CP%20#12%20(11-15-15).pdf,25418,C.02
CR 0235 ATP 0256 Complete Package.pdf,4864509,C.02
1294946253.jpg,630813,F.05
DSCN3167.JPG,2225500,F.05
221123-13_DOMESTIC-WATER PACKAGED BOOSTER PUMPS.pdf,27847,F.01
DSCN0267.jpg,2788934,F.05
A7.50_2010_05_07.pdf,661113,F.06
Q810 Lab Furnishing Elevations.dwg,609940,F.01
1288742572.jpg,611085,F.05
RFI 158 Reference Proposed Solution.pdf,182700,F.02
DSCN0767.JPG,2306563,F.05
_iBuildRecord_2348028.pdf,20733,F.03
07 13 26 R1- Self-Adhering Sheet Waterproofing Product Data_RESPONSE.pdf,7443293,F.03
ATCS.pdf,267965,F.06
rabousaidt-0002-15101-001.pdf,63870,F.03
1294013662.jpg,592944,F.05
A10.0 - Lower & 1st Floor West Finish Plans.pdf,12921637,D.02
DSCF0017.JPG,477134,F.05
262313 Training Syllabus - Digital Paralleling Switchgear.pdf,83204,F.03
062023-001 - Interior Finish Carpentry - Product Data - ESJ.pdf,2692548,F.03
ICE-PCO-810201.pdf,206487,C.02
DCB%20CP#42%20(12-31-16).pdf,21086,C.02
Clark Construction (1-25-15).pdf,14306,C.02
Stair 1 and 2 Slab Edge and CW embed Proposal.pdf,1314650,F.02
21 3-SEC6-01 - SECURITY ROOMS.pdf,201838,E.01
08 3-A2-53 - PENTHOUSE LEVEL FLOOR PLAN EAST.pdf,617894,D.02
DSCF0034.JPG,490492,F.05
1291005980.jpg,536116,F.05
11081 complete SDR hydronic pipe 4-8-13.pdf,3165729,F.03
110629 (63).JPG,495144,F.05
20 MH101 PRE-DEMO SITE PLAN TELECOM   ELECTRICAL MH SURVEY.pdf,798182,F.01
01 5639 TEMPORARY TREE AND PLANT PROTECTION.pdf,28227,D.02
08 3-A4-03 - ELEVATIONS - BRICK COURSING - RFI 345.pdf,368408,F.02
ESJ_LTC_WEST_INT_ncataldo-Sheet - 3-FFE2-02 - GROUND LEVEL FFE OVERALL.dwg,20088495,E.01
1286746915.jpg,661485,F.05
230523 Steam Safety Relief Valves.pdf,759895,F.03
Mech O&M.pdf,156752721,F.06
1291417927.jpg,599559,F.05
SUB-15180-003-closed.pdf,12271586,F.06
SWM2.2 SWM Details.pdf,828569,F.01
AJCH 1192A MC UNSAT.JPG,82494,F.05
22-1319 SANITARY WASTE PIPING SPECIALTIES.pdf,26081,F.01
002-262416-1 Panelboards.pdf,5430114,F.03
110630 (53).JPG,485652,F.05
DSCN2815.JPG,2254670,F.05
Project  WA11036 - UMD Pr Frederick - Submittal Response - Submittal 221116-01 0  221316-01 0     - Submittal 221116-01 0 wFE5q.msg,257024,F.03
_iBuildRecord_6968530.pdf,7920,F.03
DSCF0080.JPG,432489,F.05
3-2967-concrete-09-01-11.pdf,1084984,F.04
1294788547.jpg,473017,F.05
Vivarium Arch Plans 2014.0414.pdf,2136816,D.01
"Prince Frederick - Cost Control Feb 3, 2014.xlsx",42496,B.01
1293330231.jpg,559660,F.05
21 3-SEC2-21 - GROUND LEVEL SECURITY FLOOR PLAN - NORTHWEST.pdf,1094567,F.01
08 3-A4-33 - ENLARGED TYPICAL BAY ELEVATION - AREAWAY @ NORTHWEST.pdf,3232954,D.02
001-261300-0 Medium Voltage Pad Mounted Switchgear.pdf,4408302,F.03
26 5100 - Interior Lighting Public Areas.pdf,7895437,D.02
09 1000 - finish schedule - cd3.pdf,99035,D.02
DSCF0089.JPG,480164,F.05
E201-5 - FIRST FLOOR POWER AND SYSTEMS DETAIL PLAN PART 5.dwg,190454,F.01
AC%26R%20CP#92%20030517.pdf,15491,C.02
1293753565.jpg,569940,F.05
14 2100 - electric traction elevators - cd3.pdf,185513,D.02
1293911128.jpg,589940,F.05
RFI-00586 - Posted.pdf,16068,F.02
07-259-379-00-FA100A1.zip,1651788,F.01
Bioengineering  -  OIT eqpt needs 021713.pdf,74571,D.01
IMAG1283.jpg,1281680,F.05
096-UMA441.pdf,295764,D.02
District%20Techo%20CP#1%20(9-13-2015).pdf,10571,C.02
135 Axio Observer.pdf,3392016,E.01
UMA316.pdf,352890,F.01
IMG_1376.JPG,2054064,F.05
71-9127_Bowie_-Sheet-A4-5-Details.dwg,391901,F.06
1290635704.jpg,595421,F.05
07-259-379-00-S101A1.zip,1603494,D.02
066410 Glass Fiber Reinforced Panels Sample.pdf,8062738,F.03
DCB%20CP#38%20(10-8-16).pdf,21174,C.02
013.jpg,127014,F.05
ROMANT.SHX,39728,F.06
Consolidated%20CP#76%20(08-07-16).pdf,17400,C.02
110608 (24).JPG,478342,F.05
110629 (90).JPG,488025,F.05
08 3-A7-46 - ENLARGED PLANS - ELEV - GROUND LEVEL HOLZAPFEL TOILET ROOMS - ASI 27.pdf,451821,F.01
IMG_1032.JPG,1275112,F.05
1291336759.jpg,605857,F.05
division16_9275 outdoor lighting.pdf,311045,D.01
DSCF0056.JPG,482010,F.05
DSCF0009.JPG,490001,F.05
DSCN2612.JPG,2353170,F.05
Pictures up to 12.29.10 064.jpg,1104957,F.05
1287891483.jpg,581206,F.05
Leveler Bumper Conflicts.pdf,3581270,F.02
Meeting_48_Submittal_Log.pdf,46071,F.01
UMS1.05.pdf,436195,F.01
DSCF0012.JPG,473570,F.05
14_3-E6-07 - LIGHTING CONTROL DIAGRAMS.pdf,891344,D.02
Don's IPhone 149.JPG,1669402,F.05
070516 l2 Holz blkng (24).JPG,146342,F.01
1295732124.jpg,600674,F.05
IMG_1947.JPG,1651801,F.05
IMG_2892.JPG,1318497,F.05
Picture 06-04-2015 at 094335 AM.jpg,279568,F.05
Fwd%20UMD%20AJCH%20-%20Audit%20Item%20#59%20Response.msg,33280,A.01
1295050812.jpg,574582,F.05
110804 (1).JPG,475959,F.05
DSCN2099.JPG,2380258,F.05
DSCN0302.JPG,2156843,F.05
1292704685.jpg,648998,F.05
05 5100 - metal stairs - cd3.pdf,86207,D.02
033.JPG,1677156,F.05
DSCN4073.JPG,2183224,F.05
011316 Mang ph insulating.jpg,48927,F.01
ARCH - GROUND - ORIGINAL.dwg,491987,F.06
DSCN0081.JPG,2229556,F.05
08 3-FFE2-04 - LEVEL 2 FFE OVERALL.pdf,961569,D.02
0001-07900-016 closed.pdf,667335,F.03
1295473450.jpg,592818,F.05
Picture 12-29-2014 at 100509 AM.jpg,230495,F.05
111004 (66).JPG,498377,F.05
1289621255.jpg,602719,F.05
DSC_3385.JPG,289825,F.05
0000-07561-036 closed.pdf,672403,F.03
IMG_1288.JPG,2292560,F.05
0001-03300-063 closed.pdf,333177,F.03
1289261162.jpg,611369,F.05
13845 - Low Voltage Lighting System.pdf,7900677,F.06
Picture 12-30-2014 at 103814 AM.jpg,263336,F.05
UMA1-30.dwg,1357154,F.06
under cut at K-L to meet 5000 compaction.JPG,1799296,F.05
ASI_30.pdf,58375,F.01
033000-00013 CCC Submittal No. 016 - RM Reinforcement Chairs - FOR APPROVAL BAL Final.pdf,545549,F.03
Clark%20Concrete%20CP#75(06-12-16)%20A.pdf,17389,C.02
RFI-00302 - Water Treatment for Steam Humidification System.pdf,47968,F.02
Metal Shelving Conflict.pdf,8166894,F.02
P4300145.JPG,1065459,F.05
Submittal 092116-08.0  Pkg. 361.pdf,2547999,F.03
IMG_8611.jpg,947471,F.05
DSCN3282.JPG,2346592,F.05
110708 (48).JPG,468096,F.05
110630 (50).JPG,463193,F.05
04 4200 - stone cladding - CONF.pdf,138852,D.02
IMG_0827.JPG,1537655,F.05
RFI-00745 - East Wing RCP Questions.pdf,5828354,F.02
_iBuildRecord_688632.pdf,28433,F.03
RFI 80 Reference - 10-inch and 8-inch Replacement.pdf,163626,F.02
1296035056.jpg,542043,F.05
1286447410.jpg,563201,F.05
101-274000-0 AudioVisual As-Builts.pdf,11017079,F.03
025.JPG,1650921,F.05
IMG_4232.JPG,2391813,F.01
0229120936a.jpg,391035,F.05
0505161332a.jpg,2722118,F.01
1286621374.jpg,593771,F.05
1308859884.jpg,597312,F.05
9-21-16.pdf,505058,F.01
Pictures up to 12.29.10 068.jpg,862273,F.05
1287418509.jpg,618394,F.05
RFI_Log__10-10-12_.pdf,49646,F.01
05 3-LA3-00 - PLANTING - ASI 21.pdf,3625356,F.01
1309463315.jpg,633923,F.05
LETTER OF TRANSMITTAL for RFI 1058.docx,94513,F.03
BSU weekly report 5-18-12.pdf,1182807,F.01
1295439116.jpg,585328,F.05
INSP-00355_pdf.pdf,1508657,F.04
S1.07_2011_09_01.pdf,1962490,F.06
083113-0001-0 Access Doors Submittal Review Comments AVDS.doc,70144,F.03
810192R1 - Refrigerant Relief Size Increase.pdf,825554,C.02
Green%20JobWorks%20CP#123%20(7-31-16).pdf,15463,C.02
10 4413 - fire extinguisher cabinets.pdf,22715,D.02
UME424.pdf,761074,F.01
810382.pdf,1490842,C.02
RFI-00312.0-Composite_Metal_Panel_Sho.htm,18635,F.02
14_3-E6-03 - LIGHTING CONTROL DIAGRAMS.pdf,1913040,D.02
08 5113 - aluminum windows.pdf,30831,F.01
4_2013 03 17 FEE- Optional Svcs Backup Ballinger Addl Site Visit.pdf,53242,C.01
011-UMEY107.pdf,615370,D.02
IMG_4086.JPG,1917079,F.01
124500 - 15710 - Heat Exchangers.pdf,1454817,F.03
21 3-SEC2-12 - MECH- BASEMENT LEVEL SECURITY FLOOR PLAN - SOUTHWEST.pdf,163567,E.01
M1.09_2010_05_07.pdf,1733501,F.06
uploaded 5013-14 5-28-15 057.jpg,3068094,F.05
"May 22,2012 Download 002.JPG",1742571,F.05
BSU 560 Short Circuit.pdf,167942,D.02
0001-224216 13-1 Commercial Lavatories_reviewedRFR.pdf,1743510,F.03
079500.2-006- interior expansion joint shop drawings.pdf,2238543,F.03
UME429.pdf,470750,F.01
1286054718.jpg,702805,F.05
University of Maryland Edward St. John Learning and Treaching Center Pre-Con Selected 05-27- (39).JPG,903846,F.05
1296478875.jpg,612857,F.05
A9-30-InteriorElevations.dwg,202976,F.01
P-UMCP-CENTRAL.rvt,28139520,D.02
1286276749.jpg,612903,F.05
A217 STAIR DETAILS - STAIR 3.dwg,1091025,F.01
BL Frostburg Cost Report Summary.pdf,80398,F.01
13 3-ML2.13 - GROUND LEVEL LAB PLUMBING PART PLAN.pdf,469243,D.02
Clark%20Foundations%20CP#141%20(03-05-17).pdf,15490,C.02
111003 (22).JPG,489062,F.05
CR 726 ATP- 0472 Complete package.pdf,837666,C.02
IMG_1380.JPG,1619407,F.05
DSCF0006.JPG,476086,F.05
RFI-00067 - ACP-01 Tile and Grid Disccrepancy.pdf,49677,F.02
RFI - conflict door w pipe.pdf,1647928,F.02
C002.pdf,1286205,D.02
UMM6.10A.pdf,1687673,F.06
SF424C revised by year.xls,40448,B.01
SK_1_RFI 731.pdf,490638,F.02
RFI-00665 - Electric Raceway in front of East Lab Windows 1st and 2nd Floors.pdf,49477,F.02
JL%20Underground%20CP%20#30%20(03-09-17).pdf,15534,C.02
111024 (74).JPG,440011,F.05
1289573717.jpg,632557,F.05
S1-4 - Mid Roof Framing Plan.pdf,411699,F.06
SDR062713A%20233113-1%20%20233300-1%20%20233713-1%20Pkg%20#0325%20Metal%20Ducts%20and%20Accessories%20RGDs%20Re-Submittal%20Response%20_11081.pdf,28819,F.03
018.JPG,1927642,F.05
1-161-UMS402.pdf,711254,D.02
08 3-A7-39 - HOLZAPFEL LEVEL 2 ENLARGED ELEVATIONS - LEVEL 2 ACADEMY.pdf,864283,D.02
University of Maryland College Park - Bioengineering Building (2).msg,1726976,D.01
1290901006.jpg,569778,F.05
M035.pdf,320470,C.02
DSCF0120.JPG,452257,F.05
0379-0- hangers  supports electrical submittal transmittal 7-23-13 (2).pdf,5846,F.03
0132 2400 Series Power Source.pdf,1093080,D.02
0001-09720-003 LEED wallcoverings.pdf,2675084,F.03
1290866871.jpg,536930,F.05
2014-08-01 12.13.18.jpg,1062066,F.05
1286152610.jpg,579324,F.05
Early package CCIT walls and site conditions 016.jpg,1819722,F.05
Main Mec Room Flood Elevator Pit 1.jpg,1066467,F.01
Pictures up to 12.29.10 074.jpg,1175491,F.05
RE 1512 UMCP AIW Cert PR and DLLR Cert Rcpt pd 58.msg,156160,C.02
DSCF0009.JPG,443200,F.05
I1.02_2013_01_11.pdf,1486742,F.06
055300-00003 126 - Stainless Steel Trench Drains.pdf,1351594,F.03
"Proj Mgmt Fee Oakland Hall Rev 1 Apr 9, 2010.xls",310784,B.01
DSCF0093.JPG,497354,F.05
C-REQ-00007 - Design Services for the 6th Floor.pdf,44976,C.01
15184-002 R1.pdf,1050344,F.03
Prince Frederick - Demo building 066.msg,34816,A.01
14_3-E3-22 - GROUND LEVEL FLOOR PLAN SOUTHWEST - LIGHTING - ASI 30.pdf,748403,F.01
1289773439.jpg,604497,F.05
December 22.09 389.jpg,2394736,F.05
1294617515.jpg,580485,F.05
FW AJCH - Status of DAS Purchase Order ($80K).msg,377856,A.01
image 05-07-2018 042250.jpg,1419976,F.05
Daily report 10-13.pdf,118215,F.01
Trojan%20CP#44%20(11-06-16).pdf,17395,C.02
Daily Report - 8162015.msg,235008,F.01
DSCN5298.JPG,2297197,F.05
December 22.09 395.jpg,2241886,F.05
Genesis%20Steel%20CP#41%20(03-26-16).pdf,40934,C.02
1293083637.jpg,546921,F.05
1292661920.jpg,602100,F.05
Capitol%20Sprinkler%20Agreement%20#62551-000.pdf,2225763,C.02
1288495589.jpg,598535,F.05
CR 0229 ATP-0369 Complete Package.pdf,119726,C.02
1291950188.jpg,593188,F.05
Clark Concrete (3-10-13).pdf,103979,C.02
1294800525.jpg,473699,F.05
P266E685_FO0H_1_4.WMF,37142,F.04
1294813595.jpg,605710,F.05
05 3-LA2-10 -WALL ELEVATIONS.pdf,929721,D.02
A864 INTERIOR DETAILS -IGW 2.dwg,370295,F.01
DSCF0037.JPG,486445,F.05
060-UMA445.pdf,191501,D.02
110830 (60).JPG,479602,F.05
0308121055a.jpg,259345,F.05
061-UMM619.pdf,755289,D.02
Trunnell%20CP#9%20(12-11-15).pdf,15497,C.02
035.JPG,2655683,F.05
FW AJCH - FORM G & FFE Provided under CM Contract.msg,2037760,A.01
5013-14 jobsite pics 006.jpg,36081,F.05
Chesapeake%20CP%20#54%20(10-9-16).pdf,15489,C.02
01900.LAB.pdf,67515,D.01
DSC02624.JPG,1417478,F.05
DSCF0065.JPG,473665,F.05
130226 Review of Belt Proposal.xlsx,14018,C.02
M208-3 ROOF MECHANICAL PLAN - PART 3.dwg,416319,F.01
UMSKM006.pdf,201360,F.01
100-075423-0 Roofing OM Manuals.pdf,2166461,F.03
DSCF0101.JPG,468914,F.05
110802 (62).JPG,486882,F.05
810058.pdf,151473,C.02
Long Fence (9-16-12).pdf,29914,C.02
FW Response for RFI No. 00291 WHX-2 Bypass Line Submitted for Prince Frederick Hall [113167].msg,17920,F.02
ductbank MH 6 to MH 19.JPG,1784458,F.05
RFI-00151 - Posted.pdf,16075,F.02
DSCN4051.JPG,2217962,F.05
EP1.04C_2011_10_17.pdf,1531818,F.06
11 3-S3-05 - FOUNDATION DETAILS - GRADE BEAMS.pdf,312787,F.01
1289343925.jpg,615189,F.05
20 3-T2-72 - HOLZAPFEL LEVEL 1 CABLING FLOOR PLAN.pdf,595959,D.02
1286811914.jpg,595934,F.05
JW%20Caulking%20CP%20#12%20(7-10-16).pdf,15493,C.02
Pictures up to 12.29.10 293.jpg,898210,F.05
umcp - A-E Bioengineering 4-17-13-1.doc,45056,C.01
FSU_CCIT_GMP1_CAP_review_approval.pdf,20476,C.02
PSC-DR11 06 09.doc,102912,F.01
SS Sill Pan_12.17.2015.pdf,24012,F.02
08 3-A2-62 - ROOF LEVEL PLAN SOUTHWEST.pdf,417542,D.02
Edward St Johns Learning Center Reports 11-11-15 to 11-20-15.pdf,1412755,F.04
1309254675.jpg,504331,F.05
DSCF0054.JPG,484211,F.05
1293866851.jpg,579458,F.05
DSCN3836.JPG,2099982,F.05
ES101 - ELECTRICAL SITE PLAN.pdf,807092,D.01
2013-03-20 Generator.pdf,2131157,F.01
DSCF0088.JPG,477201,F.05
IMG_1386.JPG,2446905,F.05
01 3591 - historic treatment procedures - CD1.pdf,116370,F.01
1292118438.jpg,457943,F.05
DSCF0129.JPG,433930,F.05
PF daily for 03-6-13.doc,73216,F.01
UMP611.pdf,503178,F.01
DSCF0010.JPG,480723,F.05
20-UMTC205.pdf,787379,F.01
1295598196.jpg,562119,F.05
FSUCCITBaseLineDD030112.xer,1326216,F.01
L301 Steam Ventilation Plan.dwg,4911245,F.01
Long%20Fence%20CP#122%20(9-25-16).pdf,15482,C.02
C-CR-084_PCO-061 RFI-040 Protection at Smoke Door Locations.pdf,2819702,C.02
CAMBRIDGE_50CDSPEC_V1_121914_rev011515.pdf,7771115,D.02
DSCN5026.JPG,2276230,F.05
UnivMaryland_PhysicalScncsCmplx_PP2053_lg.jpg,1904287,F.05
footer rebar K to L.JPG,1728374,F.05
img002.pdf,714866,C.02
DSCN3934.JPG,2129739,F.05
S4-2 - Brace Elevation.pdf,1077773,D.02
CCC Submittal No. 066 - Concrete Finish Schedule - Fourth Floor - FOR APPROVAL.pdf,948288,F.03
236513-00002 Cooling Tower Shop Drawing BAL Final.pdf,2077772,F.03
05.30.b. Lockers Proposals.pdf,8217075,C.02
Potomac%20Testing%20CP#109%20101616.pdf,15469,C.02
Agenda_with_Logs__7-31-13_.pdf,977396,F.01
Appendix 5 FOODSERVICE EQUIPMENT.pdf,6158433,F.01
IMG_9971.JPG,528291,F.01
13 3-M9.04 - SCHEDULES - ASI 16.pdf,3783572,F.01
UMM619.pdf,771515,F.01
UMES03.pdf,1128185,F.01
MD09REL.zip,113234,F.01
DSCN3698.JPG,2109026,F.05
07-259-379-00-A612.zip,367846,D.02
Berkel (9-1-12).pdf,53784,C.02
1294811220.jpg,603773,F.05
"07-259-379-00-P103AA,P103BA.zip",18685958,D.02
13 3-M3.22 - GROUND LEVEL HVAC PIPING PLAN SOUTHWEST.pdf,3524130,F.01
0225 Circular Pool and Island Set 2.pdf,256739,E.01
_iBuildRecord_2679018.pdf,11450,F.03
1294534713.jpg,557886,F.05
App 04.pdf,233202,C.02
parpet wall N roof.JPG,1833553,F.05
1309487370.jpg,550923,F.05
Pictures up to 12.29.10 043.jpg,955849,F.05
Picture 02-26-2017 at 094631 AM.jpg,432641,F.05
Pictures up to 12.29.10 702.jpg,1208541,F.05
1-14%2024%2000-0%20Item%20#124.pdf,521904,F.03
1294295932.jpg,550959,F.05
SD01-100141-Univ.of Maryland-PSC-MD Revised.pdf,1350967,F.03
RFI-00407 - Electrical Requirements for Vertical Smoke Curtains.pdf,49563,F.02
6 - Insurance Certificate Including Proof of Pollution.PDF,569270,F.01
Re C-CR-106 Vivarium Box Type for BAS Application.msg,39424,A.01
"Wiss, Janey, Elstner Mod. _1  $8,888.00 (poa).pdf",317037,C.01
DSCN4660.JPG,2212240,F.05
1292641775.jpg,605331,F.05
ESK - RFI 490 - LIGHTING MODIFICATIONS FOR ROOMS 0101 AND 0102 REV1.pdf,102718,F.02
DSCF0036.JPG,477520,F.05
IMG_1527.JPG,1695367,F.01
1295315148.jpg,493336,F.05
"21 3113 - electric-drive, centrifugal fire pumps.pdf",24580,F.01
"Edward St. John _ FEC Issues _ J. Roberts, Inc. (1).pdf",774318,F.02
1295945249.jpg,541269,F.05
1287758198.jpg,617706,F.05
1295922624.jpg,519210,F.05
PSC-DR11 06 07.doc,99840,F.01
UMA1-11-A1.pdf,818605,F.06
PCO 810028 Early Tree Removal.pdf,212728,C.02
DSC02382.JPG,1334426,F.05
UMM106-bound.dwg,7220864,D.02
M601 MECHANICAL SCHEDULES.dwg,151324,F.06
1289629171.jpg,588005,F.05
PCO 810110 RFI 355 - Two-Piece Flashing at Holzapfel Roof.pdf,81682,C.02
2016-10-7 Commissioning Site Observation Report.pdf,3792528,F.01
223500 Plumbing Hot Water Generators.pdf,7122772,F.03
115300-00011 (CBW) Bottle-Cage Washer Shop Drawings BAL Final.pdf,3351481,F.03
Transmittal to Rex Procurement for trade contract binders.docx,84209,C.02
DSCN5091.JPG,2282956,F.05
BF%20Joy%20CP#26%20(04-23-16).pdf,15431,C.02
RFI-00273.0-Missing_CMU_Wall_along_CL.htm,15920,F.02
DSCF1475.JPG,4174003,F.01
IMAG3735.jpg,2318499,F.01
3-A7-11B - ENLARGED PLANS - ELEV - LEVEL 1 FLAT COLLAB 1202 & SEMINAR ROOMS - ASI 36.pdf,1332225,F.01
Pictures before VMware 283.jpg,897345,F.05
UMA721A.pdf,297572,F.01
DSCN1085.JPG,2128488,F.05
DSCF0031.JPG,453836,F.05
IMG_3828.JPG,2063777,F.05
1293692215.jpg,589275,F.05
S2.2 - Precast SMH over existing.jpg,391473,F.06
IMG_0120.JPG,79430,F.05
_iBuildRecord_808428.pdf,9428,F.03
3-A7-35B - HOLZAPFEL ENLARGED PLANS - ELEV - LEVEL 1 FAC- DEV- PRIVATE OFFICES - ASI 36.pdf,473835,F.01
1287551263.jpg,564574,F.05
16_3-F5-01 - FIRE PROTECTION PARTIAL PLANS.pdf,279149,D.02
1286895999.jpg,589369,F.05
111025 (42).JPG,476994,F.05
ESC003.pdf,1913051,D.02
_iBuildRecord_8388712.pdf,24346,F.03
UMCP PSC ATU DDC Controller Subm Comments 121511.pdf,21510,F.03
IMG_2691.JPG,2058866,F.05
IMG_2595.JPG,1460104,F.05
ICE-CR 543xls.xls,99840,C.02
1289383234.jpg,595263,F.05
UMM102A.dwg,14766065,F.06
1290808211.jpg,615231,F.05
1291520119.jpg,582214,F.05
IMG_3523.JPG,1207076,F.05
Clark%20Concrete%20CP#28%20(8-23-15).pdf,63693,C.02
DSCF0008.JPG,486723,F.05
1291681412.jpg,602960,F.05
7.31.2013 - Submittal 109900 - 01.0 PKG _388.pdf,1003075,F.03
1286583545.jpg,529998,F.05
1295020324.jpg,548371,F.05
DSCF0037.JPG,463030,F.05
P550DXBS_WP0H_1_4.WMF,31240,F.04
238123 - Training Plan - Computer Room Air Conditioning Units.pdf,278262,F.03
08 3-A7-55 - CAFE  MILLWORK DETAILS - CONF.pdf,279661,D.02
26 0000 Basic Electrical Requirements.pdf,40337,D.02
DSCN0251.JPG,2349780,F.05
CR 5016.2 Approved.pdf,345349,C.02
IMG_3250.JPG,1434603,F.05
December 22.09 300.jpg,2314151,F.05
esharkey-0001-07435-001-5-6-7.pdf,4532535,F.03
IMG_2099.JPG,1129725,F.05
"Sec. 08 71 00, Sec. 11 31 00, Sec. 12 21 33 - Addendumm 05 U MD Prince Frederick (6-27-13).pdf",3770349,D.02
111011 (19).JPG,482405,F.05
DSCF1413.JPG,450319,F.05
IMG_0794.JPG,1633478,F.05
romand__.ttf,44240,F.06
DSCF0050.JPG,461295,F.05
BSU - COR 049 - ASI 017 dated 7-23-12 (Door Hardware).pdf,2126955,C.02
0001-15910-021 closed.pdf,39293738,F.03
111012 (8).JPG,491440,F.05
079200-00016 Dow 983 Sample Warranty - BAL Final.pdf,768537,F.03
19 3-AV2-02 - AUDIOVISUAL INFRASTRUCTURE FLOOR PLAN GROUND LEVEL.pdf,3128821,D.02
Matos%20CP%20#36%20(12-14-16).pdf,15846,C.02
UMM108B.pdf,1029119,F.01
1295039349.jpg,606656,F.05
DSCN0183.JPG,2325582,F.05
DSCF0081.JPG,484855,F.05
20121116 Multivista Invoice ECINV015207 K150629.pdf,106168,C.03
BSUNew StudentUnion Weekly Summay-Week Ending 4.27.13.doc,38400,F.01
Cable Rail  Tiebacks at Green Roof 1.pdf,335616,F.03
1289787745.jpg,612402,F.05
Long Fence (12-14-14).pdf,10166,C.02
074213-0001-2 Metal Wall Panel Shop Drawings.pdf,766346,F.03
2-C3.06 - CROSS SECTIONS.pdf,754157,F.01
Green JobWorks (12-21-14).pdf,10146,C.02
0000-10615-004Demountable Partitions - Samples for Verification-Submittal Stamp.pdf,12946,F.03
M311 FIRST FLOOR PLAN NORTH - HVAC PIPING.pdf,785273,D.02
DSCF0069.JPG,494559,F.05
DSCF0007.JPG,496723,F.05
IMG_1589.JPG,1668388,F.05
DSCF1441.JPG,91457,F.05
072100 Mineral-Wool Board Insulation Product Data.pdf,2837800,F.03
P3-3 - DOMESTIC WATER RISER DIAGRAM.pdf,175638,F.01
096 Report (1-4).doc,1122780,A.01
IMG_2725.JPG,1984244,F.05
120323 (153).JPG,2312104,F.05
Trojan%20Labor%20CP%20#5%20(5-1-16).pdf,15437,C.02
1020.JPG,1855088,F.05
1291289628.jpg,526072,F.05
059-UMA210.pdf,377450,D.02
1290980996.jpg,460643,F.05
DSCF0056.JPG,483049,F.05
CR 5020.12 Complete Package.pdf,1366175,C.02
UMEP100BA.pdf,1620156,F.01
110722 (31).JPG,443828,F.05
233713 Air Outlets & Inlets.pdf,53178,F.01
CCIT - CR OS-250 - Soap Dispenser and Paper Towel Dispenser Product Change.pdf,478955,C.02
"December 2, 2013 Daily Report.doc",89600,F.01
PDF DD Estimate 4-24-09 Part 3.pdf,687430,D.01
07-259-379-00-ES04A14.zip,3696774,D.02
_iBuildRecord_24612181.pdf,38460,F.03
